EAN;Título;Autor;Editorial;Ejemplares;PVP;Valor total;Hecho
'9788417726379;BITÁCORA DE UN EX COMEDOR DE OPIO;DE QUINCEY, THOMAS;ENEIDA;1;14,00;14,00;
'9788417726058;EL FRACASO FELIZ;MELVILLE, HERMAN;ENEIDA;1;14,00;14,00;
'9788417726652;PASADO AMOR;QUIROGA, HORACIO;ENEIDA;1;14,00;14,00;
'9788415458753;LOS RAROS;DARÍO, RUBÉN;ENEIDA;1;13,95;13,95;
'9788494733154;EL FARO DEL FIN DEL MUNDO;VERNE, JULIO;ENEIDA;1;13,50;13,50;
'9788494733123;EL CRIADOR DE GORILAS;ARLT, ROBERTO;ENEIDA;1;12,50;12,50;
'9788417726607;NOCHE FANTÁSTICA;ZWEIG, STEFAN;ENEIDA;1;12,50;12,50;
'9788419158642;OASIS,EL;HUREAU,SIMON;ERRATA NATURAE EDITORES;1;24,50;24,50;
'9788419158864;ALMAS ANCESTRALES;SHRODER, TOM;ERRATA NATURAE EDITORES;1;23,50;23,50;
'9788419158635;HERMANAS INVIERNO, LAS;BERTRAND, JOLAN C.;ERRATA NATURAE EDITORES;1;20,50;20,50;
'9788412000030;EQUILÁTERA;BRUNO GALINDO;ESTO NO ES BERLÍN EDICIONES;1;18,00;18,00;
'9788412667448;EL VINO EN BOTA;EDUARDO FERNÁNDEZ JURADO;EXIT;1;12,00;12,00;
'9788412807660;AVALADO SEA DIOS;EDUARDO FÉRNANDEZ JURADO;EXIT;1;12,00;12,00;
'9789874198303;ANIMALES;CRAIG,SANTIAGO;FACTOTUM;1;15,00;15,00;
'9789874198198;BRUJAS DE CARUPA;MEY,LUIS;FACTOTUM;1;14,00;14,00;
'9789874198204;;ROBLES,RAQUEL;FACTOTUM;1;14,00;14,00;
'9788419213013;ZOOCITIES. ANIMALES SALVAJES EN LA CIUDAD;JOËLLE ZASK;FAKTORÍA K DE LIBROS;1;18,00;18,00;
'9788415250883;DONDE NACE LA NOCHE;FORCHETTI, LAURA;FAKTORÍA K DE LIBROS;1;16,00;16,00;
'9788416721030;NUBE CON FORMA DE NUBE;PISOS, CECILIA;FAKTORÍA K DE LIBROS;1;16,00;16,00;
'9788419213143;LA CAZA DEL TIBURIENTE;CARROLL, LEWIS;FAKTORÍA K DE LIBROS;1;14,00;14,00;
'9788087429501;EL VERANO EN QUE DIOS DORMÍA;ÁNGEL SANTIESTEBAN PRATS;FRA;1;12,90;12,90;
'9788419737298;OLMEDO Y QUITO;DELGADO VITERI,DANIELA;FULGENCIO PIMENTEL;1;24,00;24,00;
'9788417617592;NIÑAS PRODIGIO,LAS;URRACA,SABINA;FULGENCIO PIMENTEL;1;24,00;24,00;
'9788416167708;CLASES DE CHAPIN;HALFON,EDUARDO;FULGENCIO PIMENTEL;1;23,00;23,00;
'9788416167661;COMEMADRE, LA;LARRAQUY, ROQUE;FULGENCIO PIMENTEL;1;23,00;23,00;
'9788494143953;HONGOS DE LA RIBA;LOPEZ,LUIS CARLOS;FULGENCIO PIMENTEL;1;23,00;23,00;
'9788410107397;TIEMPO DE SILENCIO - ILUSTRADO;MARTÍN-SANTOS, LUIS;GALAXIA GUTENBERG;1;32,00;32,00;
'9788419738967;BRILLA, MAR DEL EDÉN;IBÁÑEZ, ANDRÉS;GALAXIA GUTENBERG;1;29,00;29,00;
'9788410107502;HUELLAS, LAS;CARRIÓN, JORGE;GALAXIA GUTENBERG;1;24,00;24,00;
'9788419738721;SHOSTAKÓVICH CONTRA STALIN;GÜELL, XAVIER;GALAXIA GUTENBERG;1;23,00;23,00;
'9788410107588;A LOMOS DEL TIGRE;LIVANELI, ZÜLFÜ;GALAXIA GUTENBERG;1;22,00;22,00;
'9788410107625;HISTORIA DE UN MURO, LA;ABU SROUR, NASSER;GALAXIA GUTENBERG;1;21,50;21,50;
'9788410107557;PUEBLOS DE FRANCO, LOS;CAZORLA SÁNCHEZ, ANTONIO;GALAXIA GUTENBERG;1;21,00;21,00;
'9788419738615;VIBRACIÓN;OVEJERO, JOSÉ;GALAXIA GUTENBERG;1;21,00;21,00;
'9788410107427;11-M PUDO EVITARSE;REINARES, FERNANDO;GALAXIA GUTENBERG;1;18,50;18,50;
'9788417971533;;KALLIFATIDES, THEODOR;GALAXIA GUTENBERG;1;16,90;16,90;
'9788417747152;;KALLIFATIDES, THEODOR;GALAXIA GUTENBERG;1;14,50;14,50;
'9788419738264;TODAS LAS MAÑANAS DEL MUNDO;QUIGNARD, PASCAL;GALAXIA GUTENBERG;1;13,00;13,00;
'9788412419917;TRIO 2ªED;HEDMAN,JOHANNA;GATOPARDO EDICIONES;1;22,95;22,95;
'9791399108880;NUESTROS SILENCIOS;JOSEPH, LAURENCE;GATOPARDO EDICIONES;1;18,95;18,95;
'9788424999728;TRAGEDIAS I;EURÍPIDES;GREDOS;1;22,90;22,90;
'9788417127442;HISTORIAS MÁS BELLAS DE LA ANTIGUA ROMA, LAS;CINGOLI, LORENZA;GRIBAUDO;1;19,90;19,90;
'9788412804676;CUENTOS DE LAS MIL Y UNA NOCHES;FORTI, MARTINA;GRIBAUDO;1;19,90;19,90;
'9788412394085;HISTORIAS MÁS BELLAS DE LA ODISEA, LAS;"FORTI, MARTINA;CINGOLI,";GRIBAUDO;1;19,90;19,90;
'9788412804669;HÉROES DE LA MITOLOGÍA GRIEGA;MATTIA, LUISA;GRIBAUDO;1;19,90;19,90;
'9788412586077;AVENTURAS DE SHERLOCK HOLMES, LAS;CONAN DOYLE, ARTHUR;GRIBAUDO;1;15,90;15,90;
'9788412394092;ISLA DEL TESORO, LA;STEVENSON, ROBERT LOUIS;GRIBAUDO;1;14,90;14,90;
'9788425365133;LA CASA DE HUÉSPEDES;ANA LENA RIVERA;GRIJALBO;1;24,90;24,90;
'9788425365157;SER BEBÉ;OLIVERA BELART;GRIJALBO;1;23,90;23,90;
'9788425364457;LA HECHICERA ASTUR;CASAÑAS, GLORIA V.;GRIJALBO;1;22,90;22,90;
'9788425368295;NACIDA DE VENUS;LLEONART DORMUÀ, SÒNIA;GRIJALBO;1;22,90;22,90;
'9788425368592;ÁMBAR;FERRARO, NICOLÁS;GRIJALBO;1;21,90;21,90;
'9788425365607;CRIAR JUNTOS/ RAISING KIDS TOGETHER;MRIAM. TIRADO;GRIJALBO;1;21,90;21,90;
'9788425368639;ACABA CON LA INFLAMACIÓN EN 7 DÍAS: UN PLAN INTEGRAL ANTIGRASA PARA SANAR T U IN TESTINO Y PERDER PESO, PARA SIEMPRE / THE FULL-BODY FAT FIX;STEPHEN PERRINE;GRIJALBO;1;21,90;21,90;
'9788425363634;MAESTRA GITANA, LA;LOLA CABRILLANA;GRIJALBO;1;20,90;20,90;
'9788425367755;EL GATO QUE CUIDABA LAS BIBLIOTECAS / THE CAT WHO SAVED BOOKS;SOSUKE. NATSUKAWA;GRIJALBO;1;20,90;20,90;
'9788425362699;JUEGOS DE LÓGICA PARA MANTENER TU MEMORIA EN FORMA;CUADERNOS RUBIO;GRIJALBO;1;9,90;9,90;
'9788425362668;EJERCICIOS Y JUEGOS DE LÓGICA PARA MANTENER TU MEM;CUADERNOS RUBIO;GRIJALBO;1;9,90;9,90;
'9788425340031;LA CATEDRAL DEL MAR;ILDEFONSO FALCONES;GRIJALBO;1;6,00;6,00;
'9789584520913;POPULISMO O MERCADOS;SEBASTIÁN EDWARDS;GRUPO EDITORIAL NORMA;1;7,00;7,00;
'9788417586652;COLOREA EL MISTERIO;VARIOS AUTORES;HACHETTE;1;14,90;14,90;
'9788417586911;DOS CUENTOS NAV.MASHA;KUZOVKOV, O.;HACHETTE;1;7,95;7,95;
'9788491392286;SUTIL ARTE DE QUE (CASI TODO) TE IMPORTE UNA MIERD;MANSON, MARK;HARPERCOLLINS IBÉRICA;1;16,90;16,90;
'9788490020746;LOS TRABAJOS DE PERSILES Y SIGISMUNDA, HISTORIA SEPTENTRIONAL;MIGUEL DE CERVANTES;HIPERIÓN;1;22,00;22,00;
'9788418918643;ROPASUELTA;MARTINEZ, SANTOS;HOJA DE LATA EDITORIAL;1;22,90;22,90;
'9780578379326;LA REACCIÓN NECESARIA;GASTÓN BAQUERO;HOMAGNO;1;20,00;20,00;
'9788412171983;VALLECAS. LOS AÑOS DE BARRO 2;"LOPEZ CABRERA, ROMAN ;";HOY ES SIEMPRE. EDICIONES;1;25,00;25,00;
'9788412884814;ÉXTASIS EN UNA NOCHE DE VERANO;COLLINS, ROCÍO;HURTADO Y ORTEGA EDITORES;1;23,90;23,90;
'9788412661835;CUBA: MEMORIA IMAGINARIA;NACHO RODRÍGUEZ;HURÓN AZUL;1;29,00;29,00;
'9788412379839;REGRESO A LA ISLA EN NEGRO;RAFAEL GRILLO ED.;HURÓN AZUL;1;17,00;17,00;
'9791399092448;LEJOS DE LA ISLA EN NEGRO;"LUNAR,LORENZO;MURGA,REBECA";HURÓN AZUL;1;16,00;16,00;
'9788495037978;NO SABE/ NO CONTESTA;LEGNA RODRÍGUEZ IGLESIAS;HURÓN AZUL;1;14,00;14,00;
'9789802449743;VENEZUELA EN LA ENCRUCIJADA;SUSANNE GRATIUS / JOSÉ;IESA;1;7,00;7,00;
'9788418668708;LIBRO DE LAS BRUJAS, EL 2ªED;HUSAIN, SHAHRUKH;IMPEDIMENTA;1;26,95;26,95;
'9788418668418;MAQUINA DEL AMOR SAGRADO,LA Y PROFANO;MURDOCH,IRIS;IMPEDIMENTA;1;25,50;25,50;
'9788417553524;A LO LEJOS 4ªED;DIAZ,HERNAN;IMPEDIMENTA;1;24,95;24,95;
'9788419581747;CADA NOCHE A LAS NUEVE;GLOAG, JULIAN;IMPEDIMENTA;1;24,95;24,95;
'9788417553920;JARDIN DE VIDRIO,EL 5ªED;TIBULEAC,TATIANA;IMPEDIMENTA;1;24,95;24,95;
'9788417553883;DESEADA,LA 3ªED;CONDE,MARYSE;IMPEDIMENTA;1;23,95;23,95;
'9788418668289;YO TITUBA - LA BRUJA NEGRA DE SALEM 4ªED;CONDE,MARYSE;IMPEDIMENTA;1;23,95;23,95;
'9788418668265;UNA CASA LLENA DE GENTE 3ªED;MARIANA,SANDEZ;IMPEDIMENTA;1;23,50;23,50;
'9788415979128;KOKORO 12ªED;SOSEKI,NATSUME;IMPEDIMENTA;1;22,95;22,95;
'9788417553593;GABINETE DE LOS OCULTISTAS,EL 2ªED;ÖHRI,ARMIN;IMPEDIMENTA;1;22,50;22,50;
'9788419581594;MI RUSIA;SHISHKIN, MIJAIL;IMPEDIMENTA;1;22,50;22,50;
'9788417553906;TIENES QUE MIRAR 4ªED;STAROBINETS,ANNA;IMPEDIMENTA;1;21,50;21,50;
'9788417553951;FLORES SALVAJES;LINIERS;IMPEDIMENTA;1;20,95;20,95;
'9788417115845;BUENAS NOCHES PLANETA;LINIERS;IMPEDIMENTA;1;20,95;20,95;
'9788419581273;VIDA EN MINIATURA,LA 2ºED;SANDEZ,MARIANA;IMPEDIMENTA;1;20,95;20,95;
'9788418668456;UN HIJO EXTRANJERO;BERTI,EDUARDO;IMPEDIMENTA;1;19,95;19,95;
'9788415979203;QUERIDO DIEGO TE ABRAZA QUIELA 6ªED;PONIATOWSKA,ELENA;IMPEDIMENTA;1;15,95;15,95;
'9788412645101;VIAJE A HOLANDA, PASEOS Y RECUERDOS;VERLAINE, PAUL;INTERFOLIO;1;10,00;10,00;
'9789873874314;CABEZA DE GOLIAT,LA;MARTINEZ ESTRADA,EZEQUIEL;INTERZONA;1;21,00;21,00;
'9789871920761;CONSPIRACION EN EL PAIS DE TATA BATATA;MARTINEZ ESTRADA,EZEQUIEL;INTERZONA;1;19,50;19,50;
'9789877900217;MAÑANA,EL;VALENZUELA,LUISA;INTERZONA;1;18,00;18,00;
'9789871180752;FILOSOFIA DE VIDA;VILLORO,JUAN;INTERZONA;1;15,50;15,50;
'9789877900354;VUELTA INCOMPLETA,LA;JITRIK,NOE;INTERZONA;1;15,00;15,00;
'9789877900439;FISCAL MUERE;VALENZUELA, LUISA;INTERZONA;1;15,00;15,00;
'9789871180776;YO ERA UNA CHICA MODERNA;AIRA,CESAR;INTERZONA;1;14,00;14,00;
'9789877900194;TRES MARCIANOS;BIZZIO,SERGIO;INTERZONA;1;14,00;14,00;
'9789871920433;AVENTURAS DEL SEÑOR MAIZ,LAS;CUCURTO,WASHINGTON;INTERZONA;1;14,00;14,00;
'9789871920662;ELECTRONICA 2ªED;MAQUEIRA,ENZO;INTERZONA;1;14,00;14,00;
'9789871180394;JUAN FLORIDO Y MARTA RIQUELME;MARTINEZ ESTRADA,EZEQUIEL;INTERZONA;1;14,00;14,00;
'9789871180806;TITERES DE PIES LIGEROS;MARTINEZ ESTRADA,EZEQUIEL;INTERZONA;1;14,00;14,00;
'9789871920259;EPISTOLARIO;MARTINEZ ESTRADA,EZEQUIEL;INTERZONA;1;14,00;14,00;
'9789873874451;SECRETO ENTRE LOS RUSOS,EL;SERRA BRADFORD,MATIAS;INTERZONA;1;14,00;14,00;
'9789871920730;PERROS HEROES 2ªED;BELLATIN,MARIO;INTERZONA;1;11,00;11,00;
'9789873874178;TERRIBLE;ARLT,ROBERTO;INTERZONA;1;9,90;9,90;
'9789873874949;VERSOS DEL PLURIVERSO;CARDENAL,ERNESTO;INTERZONA;1;9,90;9,90;
'9789873874734;MARTA RIQUELME;MARTINEZ ESTRADA,EZEQUIEL;INTERZONA;1;9,90;9,90;
'9788419968166;SILENCIO;LLOR, FERNANDO;INUK;1;15,95;15,95;
'9788419535078;EL REYEZUELO;BEAUCHEMIN, JEAN-FRANCOIS;IRRADIADOR;1;19,00;19,00;
'9788494594021;TEORIA DEL ASCENSOR;CHEJFEC,SERGIO;JEKYLL & JILL;1;17,00;17,00;
'9788494594076;BIBLIOTECA BIZARRA 2ªED;HALFON,EDUARDO;JEKYLL & JILL;1;15,00;15,00;
'9788494594045;SATURNO;HALFON,EDUARDO;JEKYLL & JILL;1;14,00;14,00;
'9780749922849;WALKING THE BIBLE;BRUCE FEILER;JUDY PIATKUS;1;8,00;8,00;
'9788411213011;LA SABIDURÍA DEL CORAZÓN;KORNFIELD, JACK;KAIRÓS;1;25,00;25,00;
'9788413431963;UNA VUELTA AL MUNDO;SARRIONANDIA, JOSEBA;KALANDRAKA;1;18,00;18,00;
'9788413432540;TENGO 14 AÑOS, Y NO ES UNA BUENA NOTICIA;;KALANDRAKA;1;18,00;18,00;
'9788419213426;SUEÑO ANIMAL;LAZZARINO BINELLI, SILVIA;KALANDRAKA;1;17,00;17,00;
'9788413433059;PUBERTAD EN MARCHA;;KALANDRAKA;1;17,00;17,00;
'9788413431987;UNA GRAN SORPRESA;KULOT, DANIELA;KALANDRAKA;1;16,50;16,50;
'9788413431840;TODOS LO VIERON;WISE BROWN, MARGARET;KALANDRAKA;1;16,50;16,50;
'9788413432410;SOÑAR CON DINOSAURIOS;AHLBERG, ALLAN;KALANDRAKA;1;16,00;16,00;
'9788413431994;LOS VIAJES: JAPÓN;ANNO, MITSUMASA;KALANDRAKA;1;16,00;16,00;
'9788413431529;MAÑANA;COBO, ISABEL;KALANDRAKA;1;16,00;16,00;
'9788413431505;ABUELA DE ARRIBA Y ABUELA DE ABAJO;DEPAOLA, TOMIE;KALANDRAKA;1;16,00;16,00;
'9788413431697;EL IDIOMA SECRETO;FERRADA, MARÍA JOSÉ;KALANDRAKA;1;16,00;16,00;
'9788413431628;EL GALLINERO;FLORIANO, MARÍA JOSÉ;KALANDRAKA;1;16,00;16,00;
'9788413430041;LOS VERSOS DEL LIBRO TONTO;GIMÉNEZ DE ORY, BEATRIZ;KALANDRAKA;1;16,00;16,00;
'9788413432342;¡A BAÑARSE!;GOMI, TARO;KALANDRAKA;1;16,00;16,00;
'9788413432915;EXPERTO EXCALADOR DE EXCALERAS;GONZÁLEZ, JAVIER;KALANDRAKA;1;16,00;16,00;
'9788413431727;EL COMEDOR DE LA ABUELA;HURTADO, PILAR;KALANDRAKA;1;16,00;16,00;
'9788413432106;EL TIGRE Y EL OSO EN LA CIUDAD;JANOSCH;KALANDRAKA;1;16,00;16,00;
'9788413430652;CARNAVAL DE LOS ANIMALES, EL (N.E);JOSÉ ANTONIO ABAD VARELA;KALANDRAKA;1;16,00;16,00;
'9788413432144;LA PEQUEÑA FAMILIA;JOSLIM, SESYLE;KALANDRAKA;1;16,00;16,00;
'9788413432472;CONTINENTE ANIMAL;LÓPEZ ORTÍ, ANA;KALANDRAKA;1;16,00;16,00;
'9788413431536;LA NOCHE EN EL BOLSILLO;MAÑAS, PEDRO;KALANDRAKA;1;16,00;16,00;
'9788413432007;PALABRAS;MARCHAMALO, JESÚS;KALANDRAKA;1;16,00;16,00;
'9788413432045;FLECO DE NUBE;MARGOLIS, FABIANA;KALANDRAKA;1;16,00;16,00;
'9788413431703;VERSOS DE CALENDARIO;MARTÍN RAMOS, JUAN CARLOS;KALANDRAKA;1;16,00;16,00;
'9788413431376;LA NOTA;SERRANO BURGOS, PILAR;KALANDRAKA;1;16,00;16,00;
'9788413433196;LABERINTO: DIARIO DE VIAJE DE UN ARTISTA MONOCROMO;TRIGO, RAMÓN;KALANDRAKA;1;16,00;16,00;
'9788413431383;CIRCO;UREÑA PLAZA, ROSA;KALANDRAKA;1;16,00;16,00;
'9788413432366;YA CALLÓ LA LLUVIA;BOISHA, LIMAM;KALANDRAKA;1;15,00;15,00;
'9788413431581;SUEÑOS EN LA ORILLA;ESTÉVEZ GANTES, ROSA;KALANDRAKA;1;14,00;14,00;
'9788413431215;SIEMPRE ESTUVE AQUÍ;NADIA TERRANOVA;KALANDRAKA;1;14,00;14,00;
'9788413432281;TORTUGA VS. LIEBRE: LA REVANCHA;PINTOR, DAVID;KALANDRAKA;1;14,00;14,00;
'9788413432120;UN DÍA DE LLUVIA Y FLORES;SOLÉ VENDRELL, CARME;KALANDRAKA;1;14,00;14,00;
'9788413431949;UN GRAN DÍA DE PESCA;GASTÓ, JORDI;KALANDRAKA;1;12,00;12,00;
'9788413431680;¿ASÍ O ASÍ?;PASCUAL DE LA TORRE, MARÍA;KALANDRAKA;1;12,00;12,00;
'9788413432700;LA HORA DE LA SIESTA;STEHR, FRÉDÉRIC;KALANDRAKA;1;12,00;12,00;
'9788492608881;LIMÓN;ANTONIO RUBIO Y ÓSCAR VILLÁN;KALANDRAKA;1;9,50;9,50;
'9788415917069;LESA HUMANIDAD;AA.VV;KATZ BARPAL EDITORES SL;1;19,00;19,00;
'9788494668227;EXPERIMENTAL FILM;FILES,GEMMA;LA BIBLIOTECA DE CARFAX;1;22,50;22,50;
'9788412281330;ESTO NO ES PARA VOSOTROS Y OTRAS HISTORIAS;FILES,GEMMA;LA BIBLIOTECA DE CARFAX;1;21,75;21,75;
'9788412693676;;ROCHA, SERVANDO (ED);LA FELGUERA EDITORES;1;26,00;26,00;
'9788412832358;CONSAGRACION DE ASHENDEN, LA;ELKIN, STANLEY;LA FUGA EDICIONES;1;16,50;16,50;
'9789508891136;MITOGRAMAS;FIADONE,ALEJANDRO EDUARDO;LA MARCA EDITORA;1;18,50;18,50;
'9789508893000;MANDALAS PRECOLOMBINOS PARA COLOREAR;FIADONE,ALEJANDRO EDUARDO;LA MARCA EDITORA;1;14,90;14,90;
'9789508891167;CHILE;MELAZZINI,SANTIAGO;LA MARCA EDITORA;1;5,50;5,50;
'9788416227242;PENSAMIENTO MONOGAMO TERROR POLIAMOROSO 12ªED;VASALLO,BRIGITTE;LA OVEJA ROJA;1;17,00;17,00;
'9788416227341;SELK'NAM;"ELGUETA ; REYES";LA OVEJA ROJA;1;16,00;16,00;
'9788416227228;DEL COLOR DE LA TIERRA;"GASTONI ; GOBBI";LA OVEJA ROJA;1;16,00;16,00;
'9788416227099;PERCUSION Y TOMATE;LINARES,SOL;LA OVEJA ROJA;1;16,00;16,00;
'9788416227211;AÑOS DE ALLENDE,LOS 2ªED;"ELGUETA ; REYES";LA OVEJA ROJA;1;14,00;14,00;
'9788412899245;;;LA PARCERÍA EDITA;1;24,99;24,99;
'9788412899221;;;LA PARCERÍA EDITA;1;15,00;15,00;
'9789566267324;OSCURA PRADERA 37 POEMAS;JOSE LEZAMA LIMA;LA POLLERA EDICIONES;1;14,00;14,00;
'9788412115222;ESCORIA DE LA TIERRA;KOESTLER, ARTHUR;LADERA NORTE;1;22,90;22,90;
'9788419250629;;ROQUEFORT, CLÉMENCE;LAROUSSE;1;26,95;26,95;
'9788419250469;MUCHO MÁS QUE HUMMUS;"GARCIA, MANEL;BUSCHMANN,";LAROUSSE;1;23,95;23,95;
'9788419436825;¿TU HIJO AÚN NO SABE QUÉ;IBÁÑEZ, ELENA;LAROUSSE;1;19,50;19,50;
'9788417720209;GUÍA URGENTE DEL PADRE P;ESTEVE LLORET, RAFAEL;LAROUSSE;1;18,50;18,50;
'9788419250605;PREGUNTAN ADOLESCENTES;"PIEDRA, MARTA;CASTRO-GRAÑÉN,";LAROUSSE;1;16,95;16,95;
'9788417720476;40 MARRONES CON HIJOS AD;VALVERDE JIMENA, FCO. JAVIER;LAROUSSE;1;5,95;5,95;
'9788412582079;NEVADA;BINNIE, IMOGEN;LAVA;1;22,90;22,90;
'9788412582086;EL HORIZONTE DEL GRITO;BARRIENTOS, MAXIMILIANO;LAVA;1;21,90;21,90;
'9788412375794;PARTIRSE EN DOS;MARIAESTHER ALARCÓN-NEBOUT;LECTURAS DE ARRAIGO;1;20,00;20,00;
'9788412375770;TODO MENOS INVIERNO;PAOLA ASSAD BARBARINO;LECTURAS DE ARRAIGO;1;20,00;20,00;
'9788412667264;TAMBIÉN NOSOTRAS GUARDAMOS PIEDRAS;LUIZA ROMAO;LIBERO EDITORIAL;1;14,00;14,00;
'9788412991628;PAN PIEDRA;LAURA ANDREA GARZÓN;LIBERO EDITORIAL;1;12,00;12,00;
'9788412365139;LA FISURA ENTRA POR LAS MANOS;PATRICIA FIGUERO CORREA;LIBERO EDITORIAL;1;12,00;12,00;
'9788419943156;INTERZONA;BURROUGHS, WILLIAM S.;LIBROS DE LA RESISTENCIA;1;16,00;16,00;
'9788419943118;ALLA LEJOS, UNOS PAJAROS;OLIVERA, JORGE;LIBROS DE LA RESISTENCIA;1;14,00;14,00;
'9788412624885;MISERICORDIA;JORGE, LIDIA;LIBROS DE LA UMBRIA Y LA;1;25,00;25,00;
'9788410178090;PROPIEDADES DE LA SED, LAS 2ªED;WIGGINS, MARIANNE;LIBROS DEL ASTEROIDE;1;29,95;29,95;
'9788410178113;GUERRA DE INFANCIA Y DE ESPAÑA;RAMONDINO, FABRIZIA;LIBROS DEL ASTEROIDE;1;26,95;26,95;
'9788410178229;NI ME GUSTA MI CUELLO NI ME ACUERDO DE NADA;NORA EPHRON;LIBROS DEL ASTEROIDE;1;25,95;25,95;
'9788417977757;LEJOS DE EGIPTO 5ªED;ACIMAN,ANDRE;LIBROS DEL ASTEROIDE;1;22,95;22,95;
'9788417977993;BUENA SUERTE 2ªED;BUTLER,NICKOLAS;LIBROS DEL ASTEROIDE;1;22,95;22,95;
'9788410178946;LA LIEBRE Y YO;DALTON, CHLOE;LIBROS DEL ASTEROIDE;1;21,95;21,95;
'9788419089793;ANGEL DE PIEDRA,EL;LAURENCE,MARGARET;LIBROS DEL ASTEROIDE;1;21,95;21,95;
'9788417977962;FIERAS FAMILIARES;COTA HIRIART, ANDRES;LIBROS DEL ASTEROIDE;1;20,95;20,95;
'9788493591472;RIO FUGITIVO;PAZ SOLDAN,EDMUNDO;LIBROS DEL ASTEROIDE;1;20,95;20,95;
'9788410178236;MEMORIAS. DE MOSCU AL MAR NEGRO;TEFFI;LIBROS DEL ASTEROIDE;1;20,95;20,95;
'9788410178328;DESPEJADO;DAVIES, CARYS;LIBROS DEL ASTEROIDE;1;19,95;19,95;
'9788419089441;DESPEDIDAS, LAS 4ªED;BERGARECHE, JACOBO;LIBROS DEL ASTEROIDE;1;18,95;18,95;
'9788410178939;GENTE A CENAR;EPHRON, NORA;LIBROS DEL ASTEROIDE;1;18,95;18,95;
'9788419089892;EN UNA HABITACION AJENA;GALGUT, DAMON;LIBROS DEL ASTEROIDE;1;18,95;18,95;
'9788419089885;TARANTULA;HALFON, EDUARDO;LIBROS DEL ASTEROIDE;1;18,95;18,95;
'9788417977849;SENSACION TERMICA 2ªED;LOPEZ,MAYTE;LIBROS DEL ASTEROIDE;1;18,95;18,95;
'9788419089632;NADA ES VERDAD 5ªED;RAIMO,VERONICA;LIBROS DEL ASTEROIDE;1;18,95;18,95;
'9788419089045;VISTA CHINESA;SALEM LEVY, TATIANA;LIBROS DEL ASTEROIDE;1;18,95;18,95;
'9788417977597;SALVATIERRA 2ªED;MAIRAL,PEDRO;LIBROS DEL ASTEROIDE;1;17,95;17,95;
'9788416213221;MEMORIA POR CORRESPONDENCIA 4ªED;REYES,EMMA;LIBROS DEL ASTEROIDE;1;17,95;17,95;
'9788417007621;OPERACION MASACRE 3ªED;WALSH,RODOLFO;LIBROS DEL ASTEROIDE;1;17,95;17,95;
'9788415625605;COMPLOT MONGOL,EL 3ªED;BERNAL,RAFAEL;LIBROS DEL ASTEROIDE;1;16,95;16,95;
'9788417977948;MAL DORMIR,EL 4ªED;JIMENEZ TORRES,DAVID;LIBROS DEL ASTEROIDE;1;16,95;16,95;
'9788417977825;AYER 2ªED;KRISTOF,AGOTA;LIBROS DEL ASTEROIDE;1;16,95;16,95;
'9788493431501;A LA CAZA DEL AMOR 11ªED;MITFORD,NANCY;LIBROS DEL ASTEROIDE;1;15,95;15,95;
'9788417977559;CANCION 3ªED;HALFON,EDUARDO;LIBROS DEL ASTEROIDE;1;14,96;14,96;
'9788419089199;UN HIJO CUALQUIERA;HALFON, EDUARDO;LIBROS DEL ASTEROIDE;1;14,94;14,94;
'9788415625773;MONASTERIO 6ªED;HALFON,EDUARDO;LIBROS DEL ASTEROIDE;1;13,95;13,95;
'9788416213498;SIGNOR HOFFMAN 4ªED;HALFON,EDUARDO;LIBROS DEL ASTEROIDE;1;13,95;13,95;
'9788417007195;DUELO 7ªED;HALFON,EDUARDO;LIBROS DEL ASTEROIDE;1;13,95;13,95;
'9788419119667;TRIBU VERTICAL,LA;BAUZA, BORJA;LIBROS DEL K.O;1;23,90;23,90;
'9788419119469;SUBCAMPEON 4ªED;"GURRUTXAGA ; IZAGIRRE";LIBROS DEL K.O;1;22,90;22,90;
'9788419119407;HIJAS HORRIBLES, LAS 5ºED;LACASA CARRALON, BLANCA;LIBROS DEL K.O;1;21,90;21,90;
'9788417678081;DIRECTOR,EL 13ªED;JIMENEZ GARCIA,DAVID;LIBROS DEL K.O;1;18,90;18,90;
'9788418404597;TRUMAN CAPOTE;PLIMPTON, GEORGE;LIBROS DEL KULTRUM;1;24,00;24,00;
'9788418404153;MUSICA EN CUBA, LA;CARPENTIER, ALEJO;LIBROS DEL KULTRUM;1;21,00;21,00;
'9788412729894;DONDE LAS MONTAÑAS TOCAN EL CIELO;;LIBRUCOS;1;24,50;24,50;
'9788466243285;GRANDES ROBOS DE LA HISTORIA;;LIBSA;1;14,90;14,90;
'9788466240413;MI PRIMERA ENCICLOPEDIA DEL SABER;MAÑERU, MARÍA;LIBSA;1;9,95;9,95;
'9788466240383;DESARROLLO PERSONAL: DINÁMICAS, JUEGOS Y ACTIVIDADES;;LIBSA;1;9,95;9,95;
'9788466241946;DESCUBRE EL REINO ANIMAL;LEÓN PANAL, ÁNGEL LUIS;LIBSA;1;7,95;7,95;
'9788466241953;DESCUBRE UN MUNDO ASOMBROSO;MARTUL HERNÁNDEZ, BELÉN;LIBSA;1;7,95;7,95;
'9788466243810;¡ME DIVIERTO CADA DÍA! LIBRO PARA COLOREAR;S.A;LIBSA;1;4,00;4,00;
'9788419234469;CARTA, LA;BUNBURY, ENRIQUE;LIBURUAK;1;25,00;25,00;
